StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q28,Q26,Q3,Q4,Q5,Q5_2_TEXT,Q6,Q7,Q8,Q8_9_TEXT,Q9,Q11,Q12,Q25,Q16,Q13,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q14,Q17,Q18,Q18_3_TEXT,Q19,Q19_3_TEXT,Q20,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_7_TEXT,Q23,PROLIFIC_PID
2022-06-24 15:28:38,2022-06-24 15:33:15,IP Address,197.184.178.135,100,276,True,2022-06-24 15:33:15,R_3G39Spe5jjtEbH0,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,6126948d5d9d8f1e6b0a15ec,29,Male,South Africa,,Johannesburg,Pietermaritzburg,Bachelor Degree,,No,I don't remember,No,I did not need it.,,,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,I usually forget,No,No,,No,,More people who have not been vaccinated,,,,Facebook or other social media,,,,,,6126948d5d9d8f1e6b0a15ec
2022-06-24 15:33:11,2022-06-24 15:36:52,IP Address,41.216.203.183,100,220,True,2022-06-24 15:36:52,R_3EYxpx5TgIFxyTU,,,,,-33.914,18.4129,anonymous,EN,Agree,Yes,602cf822ce008c635b6f0859,27,Male,South Africa,,"Cape Town ","Cape Town ",Diploma,,No,Yes,No,"Safety reasons, and seems quite strange why government is advocating for something that clearly doesn’t help",,,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Neither too much nor too little,No,No,,No,,I am not sure,,,YouTube,Facebook or other social media,,,Other,Twitter,,602cf822ce008c635b6f0859
2022-06-24 15:36:20,2022-06-24 15:38:40,IP Address,165.255.74.63,100,139,True,2022-06-24 15:38:40,R_27js9Ajy3tAgtd8,,,,,-34.0486,18.4811,anonymous,EN,Agree,Yes,61676cc61b763ed5559be7ef,31,Female,South Africa,,Cape town,Cape town,Bachelor Degree,,No,Yes,Yes,,PHIZER,Yes,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Often,No,Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,61676cc61b763ed5559be7ef
2022-06-24 15:32:27,2022-06-24 15:42:46,IP Address,105.209.175.42,100,619,True,2022-06-24 15:42:47,R_2uyNEKoNiSaELqA,,,,,-33.914,18.4129,anonymous,EN,Agree,Yes,6159fd30690f23107bfbb5d1,42,Male,South Africa,,Cape Town,Cape Town,Diploma,,No,Yes,No,"Infancy of the trail. ",,,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither too much nor too little,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,Facebook or other social media,,,,,,6159fd30690f23107bfbb5d1
2022-06-24 15:47:38,2022-06-24 15:49:58,IP Address,41.144.82.25,100,139,True,2022-06-24 15:49:58,R_3x8YP5ghwtidMtz,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,615a0e129541891323d6cabb,19,Female,South Africa,,Pretoria,Johannesburg,Bachelor Degree,,No,Yes,No,I am scared of injections,,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Often,No,No,,No,,More people who have not been vaccinated,,,,,Government,,,,,615a0e129541891323d6cabb
2022-06-24 15:47:16,2022-06-24 15:53:42,IP Address,41.162.54.154,100,385,True,2022-06-24 15:53:42,R_3Jn2Rm81aOPmuHd,,,,,-29.8556,31.0449,anonymous,EN,Agree,Yes,60453eb030e44b64d9aafe38,21,Female,South Africa,,Durban,Nquthu,Bachelor Degree,,No,Yes,Yes,,"Most of my family members had been infected the Covid-19 virus, so I felt it safe for me to vaccinate before I could also be infected",No,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,More people who have not been vaccinated,"News channels, eg. eNCA",,,Facebook or other social media,,,,,,60453eb030e44b64d9aafe38
2022-06-24 15:57:25,2022-06-24 16:00:10,IP Address,41.114.97.210,100,164,True,2022-06-24 16:00:10,R_2tfbcj9ibwtehvU,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,614e29c6c79d67514a1c82cc,22,Female,South Africa,,"Pretoria ","Pretoria ",Honours Degree,,No,Yes,Yes,,"So that I could register at University ",No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Extremely often,Yes,Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,None,614e29c6c79d67514a1c82cc
2022-06-24 15:57:30,2022-06-24 16:01:22,IP Address,168.253.201.150,100,231,True,2022-06-24 16:01:22,R_2dnY23DeBEt8YiQ,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,612bfae010470cd6226ab982,22,Male,South Africa,,Pretoria,Pretoria,Diploma,,No,Yes,No,"I did not trust the government's involvement with the vaccine, and I do not trust the vaccine",,,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,I am not sure,"News channels, eg. eNCA",,,,,,,,,612bfae010470cd6226ab982
2022-06-24 16:02:34,2022-06-24 16:06:12,IP Address,41.144.192.65,100,217,True,2022-06-24 16:06:12,R_31N0ImltHUcP4zI,,,,,-29.6177,30.3835,anonymous,EN,Agree,Yes,61618a25238fde55c530c4ad,31,Female,South Africa,,"Durban ",Greytown,Matric,,No,I don't remember,No,I was not comfortable with the symptoms that were experienced by other people who had vaccinated,,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Extremely often,Yes,No,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,61618a25238fde55c530c4ad
2022-06-24 16:05:27,2022-06-24 16:09:35,IP Address,41.113.13.19,100,248,True,2022-06-24 16:09:35,R_3kMsrqbx8HsNY2x,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,60f5ea3304b13d8cb58434bb,32,Female,South Africa,,Johannesburg,Mafikeng,Honours Degree,,No,Yes,No,I am not anti vaccine. I just felt that I do not need it and I rely on more organic methods to keep myself safe from contracting any virus.,,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Often,No,No,,No,,More people who have been vaccinated,,,,,,Scientific research papers,,,,60f5ea3304b13d8cb58434bb
2022-06-24 16:14:48,2022-06-24 16:17:25,IP Address,102.65.124.166,100,157,True,2022-06-24 16:17:25,R_6KyXahvyT5LcH0B,,,,,-29.8556,31.0449,anonymous,EN,Agree,Yes,60d997ad83fe2612bd0ee817,35,Male,South Africa,,Durban,Durban,Diploma,,No,Yes,Yes,,Work related,No,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have been vaccinated,,,,,,Scientific research papers,,,,60d997ad83fe2612bd0ee817
2022-06-24 16:14:29,2022-06-24 16:18:49,IP Address,41.13.182.207,100,260,True,2022-06-24 16:18:49,R_2V86afZqKSS8pUF,,,,,-29.8556,31.0449,anonymous,EN,Agree,Yes,611cf827a7bae2551108047b,25,Male,South Africa,,"Pietermaritzburg ","Ladysmith ",Bachelor Degree,,No,Yes,No,"There's too many negative comments about the vaccine and it's side effects ",,,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Sometimes,No,No,,No,,More people who have not been vaccinated,,,,Facebook or other social media,,,,,,611cf827a7bae2551108047b
2022-06-24 16:17:47,2022-06-24 16:20:50,IP Address,102.221.197.120,100,183,True,2022-06-24 16:20:51,R_1EZsa3j0kAwpT6D,,,,,-26.5387,29.9857,anonymous,EN,Agree,Yes,61279d63c07e487a4151b3c3,19,Male,South Africa,,Ermelo,Ermelo,Matric,,No,I don't remember,Yes,,"To be safer
",No,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither too much nor too little,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,61279d63c07e487a4151b3c3
2022-06-24 16:19:58,2022-06-24 16:22:45,IP Address,102.39.98.14,100,166,True,2022-06-24 16:22:45,R_3PuegEoVznn84y0,,,,,-34.0486,18.4811,anonymous,EN,Agree,Yes,5f1a8adaa73eec1ac4d3499b,20,Male,South Africa,,Bloemfontein,Bloemfontein,Matric,,No,Yes,No,Because i believe long term negatives outweight the immediate benifits of the vaccine,,,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,I usually forget,No,No,,No,,More people who have not been vaccinated,,,,,,,Other,wprd of mouth,,5f1a8adaa73eec1ac4d3499b
2022-06-24 16:29:35,2022-06-24 16:33:49,IP Address,197.184.162.141,100,254,True,2022-06-24 16:33:50,R_2bJDS2H8IM5OfZH,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,610348b82cae8b9ba4f2d9dd,24,Male,South Africa,,Durban,Pongola,Honours Degree,,No,Yes,No,"I feel like not enough time was put into the research to see if there are life long effects that stems from the vaccine. ",,,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have not been vaccinated,,,,,,Scientific research papers,,,,610348b82cae8b9ba4f2d9dd
2022-06-24 16:41:14,2022-06-24 16:44:14,IP Address,197.185.104.170,100,180,True,2022-06-24 16:44:14,R_1JXxPAO1U10yorD,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,614fad08cadb4a90a4c27baf,25,Female,South Africa,,"Pretoria ","Pretoria ",Matric,,No,No,No,"i was hesitant ",,,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Extremely often,Yes,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,,Government,,,,,614fad08cadb4a90a4c27baf
2022-06-24 16:44:00,2022-06-24 16:51:52,IP Address,197.89.117.243,100,471,True,2022-06-24 16:51:56,R_1IubTjcUwW9p3OI,,,,,-34.0486,18.4811,anonymous,EN,Agree,Yes,6164805c17dc51cfdf59ca00,24,Female,South Africa,,Cape Town,Cape Town,Bachelor Degree,,No,Yes,Yes,,Everyone at house pressured me to get the vaccine. I personally wouldn't have taken the vaccines.,No,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,,Government,,,,,6164805c17dc51cfdf59ca00
2022-06-24 16:50:55,2022-06-24 16:55:57,IP Address,197.96.115.18,100,302,True,2022-06-24 16:55:58,R_tY82Oa5gVHXi61H,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,61559af913e0e6ba08ad07a5,22,Male,South Africa,,Durban,Port-shepstone,Matric,,No,Yes,No,It didn't feel right to take it under the guise of protecting the people around me and to put my trust on the health system that failed my family countless times is something i wasn't willing to do.,,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Often,No,No,,No,,More people who have been vaccinated,,,,,,,Other,Dark web,I appreciate this survey,61559af913e0e6ba08ad07a5
2022-06-24 16:53:09,2022-06-24 16:56:56,IP Address,41.150.209.234,100,227,True,2022-06-24 16:56:57,R_1LSRztsBeuTJPAg,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,60eb087deb918cc195fb0c33,27,Male,South Africa,,"Pretoria ",Pretoria,Diploma,,No,Yes,No,"From different views many people seemed to have gotten very sick from the vaccination, and that changed my choice when I was ready to vaccinate.",,,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,,,,,,,60eb087deb918cc195fb0c33
2022-06-24 16:57:10,2022-06-24 17:03:36,IP Address,197.185.97.77,100,386,True,2022-06-24 17:03:37,R_24N4IVE6cSUOYie,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,6159ec427ccfe8fb5f4dc7d0,22,Female,South Africa,,"Westonaria ","Soweto, Dobsonville",Bachelor Degree,,No,Yes,No,"I saw close family members, who were very healthy and hardly went to the hospital, suffering with illnesses after taking the vaccine.
It's also a personal choice",,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Often,No,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,YouTube,Facebook or other social media,,,,,"The studies on the side effects of the Pfizer vaccine is evident enough that we do not need this vaccine. ",6159ec427ccfe8fb5f4dc7d0
2022-06-24 17:13:47,2022-06-24 17:19:38,IP Address,41.113.148.56,100,350,True,2022-06-24 17:19:38,R_3oMZJ3aBKx1Df4h,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,610259c893a3a9a560f5e169,31,Male,South Africa,,"Klerksdorp ","Klerksdorp ",Bachelor Degree,,No,Yes,No,I heard rumours that people get even more sick after vaccinating,,,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Sometimes,No,No,,No,,More people who have not been vaccinated,,,YouTube,,,Scientific research papers,,,,610259c893a3a9a560f5e169
2022-06-24 17:18:07,2022-06-24 17:22:54,IP Address,41.150.240.30,100,286,True,2022-06-24 17:22:54,R_DcrEh0AK1XOOL9D,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,607fc7917cc972bab292c877,45,Female,South Africa,,"Pretoria ",Bullawayo,Diploma,,No,Yes,Yes,,Rather safe than sorry,No,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Often,No,No,,No,,I am not sure,"News channels, eg. eNCA",,,,,,,,,607fc7917cc972bab292c877
2022-06-24 17:23:39,2022-06-24 17:28:09,IP Address,41.114.4.52,100,269,True,2022-06-24 17:28:09,R_pGF5YQShX7KDzot,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,61738fcd52222c3e96d6545b,38,Male,South Africa,,Pretoria,Lusikisiki,Honours Degree,,No,I don't remember,No,The vaccine is still on a trial phase and I cannot expose myself to something that is not fully scientific proven to be effective.,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Extremely often,No,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,Facebook or other social media,,,,,,61738fcd52222c3e96d6545b
2022-06-24 17:29:47,2022-06-24 17:32:45,IP Address,105.243.5.51,100,178,True,2022-06-24 17:32:46,R_1Ffuzc0G6OSAI3b,,,,,-26.5459,29.1682,anonymous,EN,Agree,Yes,6112750106250f3a55d1e28d,26,Female,South Africa,,Pretoria,Nelspruit,Diploma,,Yes,Yes,No,i don't think it is effective,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,I am not sure,"News channels, eg. eNCA",,,Facebook or other social media,,,,,,6112750106250f3a55d1e28d
2022-06-24 17:35:16,2022-06-24 17:39:22,IP Address,41.150.192.229,100,246,True,2022-06-24 17:39:22,R_3RwPToLO2kOv3fM,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,6175752d45ca712ee0504c86,20,Male,South Africa,,"Pretoria ","Johannesburg ",Matric,,No,Yes,No,I believe in traditional medicine.,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,YouTube,Facebook or other social media,Government,Scientific research papers,Other,,,6175752d45ca712ee0504c86
2022-06-24 17:35:50,2022-06-24 17:40:15,IP Address,165.255.251.114,100,265,True,2022-06-24 17:40:15,R_3sptDHolP0ZIixV,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,60f20328d17a86adb4319f44,27,Male,South Africa,,Pretoria,Rustenburg,Honours Degree,,No,Yes,No,Not enough info,,,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Extremely often,No,No,,No,,More people who have not been vaccinated,,,,,Government,Scientific research papers,,,,60f20328d17a86adb4319f44
2022-06-24 17:39:09,2022-06-24 17:43:41,IP Address,197.184.181.76,100,272,True,2022-06-24 17:43:42,R_oZZp5JOnmptEifD,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,5fc0c7b73605db59cfd30666,28,Female,South Africa,,Brakpan,Bushbuckridge,Bachelor Degree,,No,Yes,No,"There was a lot of confusion and conspiracies around the Vaccine from different corners of the world and that scared me into not getting it. ",,,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Extremely often,No,No,,No,,More people who have been vaccinated,,,,,Government,,,,,5fc0c7b73605db59cfd30666
2022-06-24 17:35:08,2022-06-24 17:45:43,IP Address,41.150.243.145,100,634,True,2022-06-24 17:45:43,R_2t3ZwtHGUoXPd2J,,,,,-25.6608,27.2526,anonymous,EN,Agree,Yes,60fba1203c2b32708cb239ef,30,Female,South Africa,,Klerksdorp,Rustenburg,Honours Degree,,No,No,No,People who took the vaccine first exhibited some side effects so did not want to take any chances on my health,,,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Often,No,No,,No,,More people who have not been vaccinated,,,,,,Scientific research papers,,,,60fba1203c2b32708cb239ef
2022-06-24 17:57:34,2022-06-24 18:01:17,IP Address,41.116.122.163,100,223,True,2022-06-24 18:01:18,R_2aPqQRZv1pcQjHc,,,,,-26.1833,28.3167,anonymous,EN,Agree,Yes,6174bca0096210948668a4fa,29,Male,South Africa,,"Johannesburg ","Newcastle ",Matric,,No,I don't remember,No,"I didn't feel safe regarding the side effects of the vaccine ",,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither too much nor too little,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,,,,,,,6174bca0096210948668a4fa
2022-06-24 18:07:54,2022-06-24 18:12:19,IP Address,41.150.212.68,100,264,True,2022-06-24 18:12:19,R_vOfT1fvKXlaE4wN,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,61608282bfa4c871fdedef92,23,Female,South Africa,,"Emalahleni ","Emalahleni ",Other,Higher certificate in law,No,I don't remember,No,"After effects are complicated ",,,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,Facebook or other social media,Government,,,,,61608282bfa4c871fdedef92
2022-06-24 18:12:04,2022-06-24 18:15:25,IP Address,197.91.173.218,100,200,True,2022-06-24 18:15:25,R_2zjpBDm5gJByhat,,,,,-26.2198,28.251,anonymous,EN,Agree,Yes,61062fae5f8620fd1c40eae9,31,Female,South Africa,,Brakpan,Randfontein,Diploma,,No,Yes,Yes,,I saw what covid does to people and do not wish to go through the same. I do not know how effective the vaccibe is but rather safe then sory,No,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,YouTube,Facebook or other social media,Government,,,,,61062fae5f8620fd1c40eae9
2022-06-24 18:11:58,2022-06-24 18:16:44,IP Address,102.249.3.77,100,285,True,2022-06-24 18:16:45,R_eKfAPSYIXM2mzfz,,,,,-29.8556,31.0449,anonymous,EN,Agree,Yes,6110611c85a03f73d1d8f02c,24,Male,South Africa,,Newcastle,Newcastle,Matric,,No,Yes,No,"I was afraid of the vaccine ",,,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Extremely often,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,,,,,,,6110611c85a03f73d1d8f02c
2022-06-24 18:12:09,2022-06-24 18:17:30,IP Address,105.245.12.27,100,320,True,2022-06-24 18:17:30,R_rl763ZMhd3Y9zS9,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,6171a735f7a98138d34b8a66,20,Female,Other,,Johannesburg,Johannesburg,Matric,,Yes,Yes,Yes,,"to protect myself against the virus ",I am going to take the vaccine booster,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,6171a735f7a98138d34b8a66
2022-06-24 18:09:40,2022-06-24 18:22:36,IP Address,169.1.230.77,100,776,True,2022-06-24 18:22:37,R_1dgfvvd6LA5Xks4,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,615f32293484d92a049c4072,24,Female,South Africa,,"Germiston ","Germiston ",Bachelor Degree,,No,Yes,No,"I wasn't convinced enough to take a vaccinate. ",,,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Often,No,No,,No,,More people who have been vaccinated,,,,,,Scientific research papers,,,,615f32293484d92a049c4072
2022-06-24 18:23:46,2022-06-24 18:26:40,IP Address,196.45.23.240,100,173,True,2022-06-24 18:26:40,R_2B5axRMte2pfwKe,,,,,-33.9672,25.5785,anonymous,EN,Agree,Yes,60cd270e903f06c88c7a8b5f,25,Female,South Africa,,"Port Elizabeth ","Bizana ",Matric,,No,Yes,No,"I didn’t want to take it ",,,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Sometimes,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,YouTube,Facebook or other social media,,,,,,60cd270e903f06c88c7a8b5f
2022-06-24 18:31:18,2022-06-24 18:34:09,IP Address,41.246.30.125,100,170,True,2022-06-24 18:34:09,R_3oKKQdHFeQYj2Yw,,,,,-29.9056,30.9405,anonymous,EN,Agree,Yes,6159a24e2d4de96676f20a44,28,Female,South Africa,,"Kuruman ",Thohoyandou,Honours Degree,,Yes,Yes,Yes,,"It was compulsory ",No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Sometimes,No,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,Facebook or other social media,,,,,,6159a24e2d4de96676f20a44
2022-06-24 18:31:15,2022-06-24 18:36:31,IP Address,197.101.65.167,100,316,True,2022-06-24 18:36:31,R_2v7JOQMBLbHDgaH,,,,,-33.0354,27.9159,anonymous,EN,Agree,Yes,6141cb123346736ca4285e12,37,Female,South Africa,,Bloemfontein,Springbok,Masters,,No,Yes,Yes,,To contribute combating Covid-19,No,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Often,"It depends on the situation, eg. if you are attending an event with a large number of people",Other,"If people work together in a confined space, yes. ",Yes,,I am not sure,,Newspapers,,,,Scientific research papers,,,,6141cb123346736ca4285e12
2022-06-24 18:29:54,2022-06-24 18:37:17,IP Address,41.115.27.59,100,442,True,2022-06-24 18:37:17,R_3ReJ0W6rDeZ2jAB,,,,,-29.8556,31.0449,anonymous,EN,Agree,Yes,616d3a921364d646b91c728b,33,Male,South Africa,,"Durban ","Durban ",Diploma,,No,Yes,No,Inconclusive findings that the vaccine works,,,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Often,No,Other,"Neither agree or disagree ",Other,Neither agree or disagree,More people who have not been vaccinated,"News channels, eg. eNCA",,,,,,,,,616d3a921364d646b91c728b
2022-06-24 18:52:01,2022-06-24 18:55:55,IP Address,102.182.143.210,100,234,True,2022-06-24 18:55:55,R_2XpsVO11dUCHSTb,,,,,-34.0486,18.4811,anonymous,EN,Agree,Yes,6129ad268b36125cd6cca6b9,22,Female,South Africa,,Knysna,Knysna,Matric,,No,Yes,Yes,,Because I was forced to do it in order to come back to study at university.,No,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,No,No,,No,,More people who have not been vaccinated,"News channels, eg. eNCA",,,,,,,,The vaccine should not be mandatory it goes against the constitution and the idea of freedom.,6129ad268b36125cd6cca6b9
2022-06-24 18:50:48,2022-06-24 18:56:17,IP Address,102.249.2.192,100,328,True,2022-06-24 18:56:17,R_2rUskeFLBdGsGqh,,,,,-29.8556,31.0449,anonymous,EN,Agree,Yes,6112e7fb995a2ec77fc122c9,30,Female,South Africa,,Durban,Underberg,Diploma,,No,Yes,Yes,,"To protect my self and those around me from covid 19 ",I am going to take the vaccine booster,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Extremely often,"It depends on the situation, eg. if you are attending an event with a large number of people",Yes,,Yes,,More people who have been vaccinated,,,,,Government,,,,,6112e7fb995a2ec77fc122c9
2022-06-24 18:53:55,2022-06-24 18:58:27,IP Address,154.119.224.91,100,272,True,2022-06-24 18:58:28,R_XG8G31tmXU6NHpL,,,,,-25.7599,28.2604,anonymous,EN,Agree,Yes,613fa4d04ecfee3c8fee8a2a,20,Female,South Africa,,Hatfield,Mabopane,Matric,,No,Yes,Yes,,To prevent myself from getting corona,I am still deciding,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Extremely often,No,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,,Government,,,,,613fa4d04ecfee3c8fee8a2a
2022-06-24 19:06:53,2022-06-24 19:10:51,IP Address,45.222.1.239,100,237,True,2022-06-24 19:10:51,R_2xJjCs0AvsUweuZ,,,,,-26.3811,27.8376,anonymous,EN,Agree,Yes,61050f7a5c233cbb85621a29,22,Female,Other,"Zimbabwe ","Randburg ",Harare,Matric,,No,No,Yes,,Work purposes. It was mandatory if I had to stay employed,No,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither too much nor too little,No,No,,No,,More people who have been vaccinated,"News channels, eg. eNCA",,,,,,,,,61050f7a5c233cbb85621a29
